,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F,CL=F,ES=F,GC=F,NG=F,NQ=F,YM=F,ZB=F,ZF=F,ZN=F,ZT=F
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,81.51000213623047,1128.75,1117.699951171875,5.883999824523926,1886.75,10519.0,115.09375,114.546875,115.53125,108.2578125,81.51000213623047,1128.75,1117.699951171875,5.883999824523926,1886.75,10519.0,115.09375,114.546875,115.53125,108.2578125,81.68000030517578,1129.75,1122.300048828125,5.894000053405762,1889.0,10548.0,115.65625,114.6328125,115.734375,108.28125,79.62999725341797,1113.25,1097.0999755859375,5.704999923706055,1865.5,10384.0,114.6875,114.0625,114.96875,108.0390625,79.62999725341797,1113.75,1117.699951171875,5.704999923706055,1865.5,10384.0,115.0,114.25,115.1875,108.09375,263542,1291254,184.0,78858,205157,93770,171137.0,295473,611675.0,222302
2010-01-05,81.7699966430664,1132.25,1118.0999755859375,5.63700008392334,1885.25,10515.0,116.03125,114.9453125,116.203125,108.4140625,81.7699966430664,1132.25,1118.0999755859375,5.63700008392334,1885.25,10515.0,116.03125,114.9453125,116.203125,108.4140625,82.0,1133.0,1126.5,5.857999801635742,1890.25,10538.0,116.15625,115.0078125,116.265625,108.4296875,80.94999694824219,1125.0,1115.0,5.614999771118164,1876.0,10455.0,115.125,114.59375,115.59375,108.265625,81.62999725341797,1128.5,1118.0999755859375,5.836999893188477,1886.5,10520.0,115.25,114.609375,115.65625,108.2734375,258887,1378593,53.0,99492,208698,93287,204871.0,393545,750738.0,195501
2010-01-06,83.18000030517578,1133.0,1135.9000244140625,6.008999824523926,1878.5,10516.0,115.3125,114.90625,115.96875,108.4453125,83.18000030517578,1133.0,1135.9000244140625,6.008999824523926,1878.5,10516.0,115.3125,114.90625,115.96875,108.4453125,83.5199966430664,1135.5,1139.199951171875,6.074999809265137,1891.75,10544.0,115.875,114.9296875,116.171875,108.4609375,80.8499984741211,1127.25,1120.699951171875,5.650000095367432,1872.25,10479.0,114.90625,114.640625,115.640625,108.3046875,81.43000030517578,1132.0,1135.9000244140625,5.690000057220459,1885.25,10514.0,115.84375,114.8828125,116.125,108.3984375,370059,1259921,363.0,140611,261274,97172,262691.0,473208,854860.0,267390
2010-01-07,82.66000366210938,1137.5,1133.0999755859375,5.806000232696533,1877.5,10545.0,115.28125,114.796875,115.84375,108.390625,82.66000366210938,1137.5,1133.0999755859375,5.806000232696533,1877.5,10545.0,115.28125,114.796875,115.84375,108.390625,83.36000061035156,1138.75,1133.0999755859375,6.107999801635742,1880.5,10560.0,115.71875,114.9296875,116.046875,108.421875,82.26000213623047,1127.0,1129.199951171875,5.763000011444092,1865.75,10451.0,114.8125,114.578125,115.5625,108.3203125,83.19999694824219,1133.0,1133.0999755859375,6.0329999923706055,1877.75,10518.0,115.0625,114.8203125,115.859375,108.421875,246632,1567025,56.0,135113,241321,112280,244454.0,357551,689962.0,201554
2010-01-08,82.75,1141.5,1138.199951171875,5.749000072479248,1890.0,10566.0,115.46875,115.0078125,116.03125,108.5234375,82.75,1141.5,1138.199951171875,5.749000072479248,1890.0,10566.0,115.46875,115.0078125,116.03125,108.5234375,83.47000122070312,1141.75,1138.199951171875,5.853000164031982,1892.5,10579.0,115.78125,115.1953125,116.3125,108.5546875,81.80000305175781,1131.0,1122.699951171875,5.620999813079834,1865.0,10496.0,114.75,114.5546875,115.59375,108.2734375,82.6500015258789,1137.25,1138.199951171875,5.827000141143799,1877.5,10548.0,115.1875,114.734375,115.796875,108.375,310377,1527666,54.0,101153,268934,79925,244454.0,357551,689962.0,201554
2010-01-11,82.5199966430664,1142.5,1150.699951171875,5.453999996185303,1883.5,10604.0,115.1875,115.03125,116.03125,108.578125,82.5199966430664,1142.5,1150.699951171875,5.453999996185303,1883.5,10604.0,115.1875,115.03125,116.03125,108.578125,83.94999694824219,1148.0,1161.199951171875,5.625,1900.0,10623.0,115.59375,115.125,116.1875,108.5859375,81.95999908447266,1137.75,1143.0,5.370999813079834,1874.25,10537.0,114.875,114.828125,115.75,108.4296875,82.87999725341797,1141.75,1150.699951171875,5.576000213623047,1892.25,10573.0,115.125,114.890625,115.828125,108.4296875,296304,1456443,177.0,120791,244841,93891,244454.0,357551,689962.0,201554
2010-01-12,80.79000091552734,1134.0,1128.9000244140625,5.591000080108643,1865.5,10588.0,116.8125,115.3984375,116.75,108.6328125,80.79000091552734,1134.0,1128.9000244140625,5.591000080108643,1865.5,10588.0,116.8125,115.3984375,116.75,108.6328125,82.33999633789062,1143.0,1157.199951171875,5.605000019073486,1883.75,10603.0,116.9375,115.46875,116.84375,108.65625,79.91000366210938,1127.75,1127.199951171875,5.354000091552734,1850.0,10514.0,115.25,115.015625,116.03125,108.5625,82.06999969482422,1141.25,1128.9000244140625,5.485000133514404,1882.0,10592.0,115.25,115.015625,116.046875,108.5625,333866,2117166,51.0,109931,328565,126885,244454.0,357551,689962.0,201554
2010-01-13,79.6500015258789,1141.5,1136.4000244140625,5.732999801635742,1882.5,10628.0,115.9375,115.171875,116.390625,108.5546875,79.6500015258789,1141.5,1136.4000244140625,5.732999801635742,1882.5,10628.0,115.9375,115.171875,116.390625,108.5546875,80.66999816894531,1145.25,1136.4000244140625,5.784999847412109,1889.5,10656.0,117.0625,115.453125,116.84375,108.6484375,78.37000274658203,1129.25,1121.0,5.432000160217285,1853.25,10561.0,115.75,115.078125,116.25,108.53125,80.05999755859375,1134.25,1136.4000244140625,5.5879998207092285,1866.0,10589.0,116.875,115.4140625,116.78125,108.640625,401627,2131642,58.0,158387,315109,113576,234650.0,365944,937304.0,199244
